article_id,event,source,source_bias,ref,title,sentence_index,sentence,biased,sentiment,article_mean_sentiment,sentiment_deviation_article,sentiment_deviation_window
0,Facebook,078_The Sun_1,right,016_Reuters_1,Facebook user data breach as '50 MILLION profiles were used to predict and influence US voters',16,A representative for Bannon did not immediately respond to an email seeking comment.,0,0.0,-0.06362999999999999,0.06362999999999999,0.003657142857142859
0,Facebook,078_The Sun_1,right,016_Reuters_1,Facebook user data breach as '50 MILLION profiles were used to predict and influence US voters',17,The company has surfaced in the U.S. probes into Russian interference in the 2016 presidential election.,1,0.0,-0.06362999999999999,0.06362999999999999,0.09451666666666665
0,Facebook,078_The Sun_1,right,016_Reuters_1,Facebook user data breach as '50 MILLION profiles were used to predict and influence US voters',18,British officials are also investigating the firm in connection with the June 2016 EU referendum.,1,0.0,-0.06362999999999999,0.06362999999999999,0.03518
0,Facebook,078_The Sun_1,right,016_Reuters_1,Facebook user data breach as '50 MILLION profiles were used to predict and influence US voters',19,We pay for your stories!,1,-0.1759,-0.06362999999999999,0.11227000000000001,0.13192500000000001
1,NorthKora,004_ABC News_1,left-center,001_Reuters_1,Tillerson tries to quell anxieties at State Dept. amid questions about his future,0,"Ten months after taking office and seven months after beginning a ""redesign"" of the department that critics say has hollowed it out, Secretary of State Rex Tillerson is making a push to be more transparent and open and boost sagging morale - starting",0,0.128,0.05289499999999999,0.075105,0.148625
1,NorthKora,004_ABC News_1,left-center,001_Reuters_1,Tillerson tries to quell anxieties at State Dept. amid questions about his future,1,"The push, described by a senior State Department official, comes as questions about his future continue to haunt Tillerson, after a White House plot to oust him was leaked to the press two weeks ago.",1,-0.6124,0.05289499999999999,0.6652950000000001,0.68766
1,NorthKora,004_ABC News_1,left-center,001_Reuters_1,Tillerson tries to quell anxieties at State Dept. amid questions about his future,2,But Tillerson doubled down on his plans to revamp the nation's foreign service agency and pushed back on continued reports that it was being dismantled.,0,0.0,0.05289499999999999,0.05289499999999999,0.07558333333333332
1,NorthKora,004_ABC News_1,left-center,001_Reuters_1,Tillerson tries to quell anxieties at State Dept. amid questions about his future,3,"In particular, after a monthslong multimillion-dollar process that included 35,000 State Department and USAID employees taking an online survey, 300 in-person interviews and employee-led teams narrowing those ideas down with the help of two outside c",0,0.4019,0.05289499999999999,0.349005,0.43974285714285716
1,NorthKora,004_ABC News_1,left-center,001_Reuters_1,Tillerson tries to quell anxieties at State Dept. amid questions about his future,4,"Some of the ideas got applause from those in attendance in Washington, such as an end to the hiring freeze for employees' spouses at posts around the world.",0,0.4588,0.05289499999999999,0.405905,0.40991428571428573
1,NorthKora,004_ABC News_1,left-center,001_Reuters_1,Tillerson tries to quell anxieties at State Dept. amid questions about his future,5,"But that freeze was implemented by Tillerson, and a broader one remains in place for department employees.",0,0.0772,0.05289499999999999,0.024305000000000014,0.056914285714285716
1,NorthKora,004_ABC News_1,left-center,001_Reuters_1,Tillerson tries to quell anxieties at State Dept. amid questions about his future,6,"It's been the cause of much frustration for missions and diplomats, although the State Department counters that Tillerson has signed 2,400 exemptions and denied only one to two dozen.",0,-0.7184,0.05289499999999999,0.7712950000000001,0.7386857142857143
1,NorthKora,004_ABC News_1,left-center,001_Reuters_1,Tillerson tries to quell anxieties at State Dept. amid questions about his future,7,"Tillerson also got applause for announcing a streamlining of the security clearance process, which ""was frustrating for me,"" he said to laughs, and for changes to personnel policy that allow employees on medical or maternity leave to telecommute inst",0,0.7351,0.05289499999999999,0.682205,0.8296428571428571
1,NorthKora,004_ABC News_1,left-center,001_Reuters_1,Tillerson tries to quell anxieties at State Dept. amid questions about his future,8,"But after months of planning that was seen as secretive by Capitol Hill and cuts to staffing through attrition, resignations, retirements and buy-outs, critics called it a small pot to show for his efforts.",0,-0.8126,0.05289499999999999,0.865495,0.6271
1,NorthKora,004_ABC News_1,left-center,001_Reuters_1,Tillerson tries to quell anxieties at State Dept. amid questions about his future,9,"""These are drops in a bucket compared to the magnitude of issues facing this department,"" Sen. Ben Cardin, D-Md., the ranking member of the Senate Foreign Relations Committee, said in a statement.",0,0.0,0.05289499999999999,0.05289499999999999,0.16081428571428572
1,NorthKora,004_ABC News_1,left-center,001_Reuters_1,Tillerson tries to quell anxieties at State Dept. amid questions about his future,10,"""These problems have been needlessly inflicted by this administration ...",0,-0.4019,0.05289499999999999,0.45479499999999995,0.27195714285714284
1,NorthKora,004_ABC News_1,left-center,001_Reuters_1,Tillerson tries to quell anxieties at State Dept. amid questions about his future,11,"It will take a lot of hard work to help State and USAID recover from the damage the freeze and rudderless 'redesign' have done.""",1,-0.1779,0.05289499999999999,0.230795,0.057057142857142834
1,NorthKora,004_ABC News_1,left-center,001_Reuters_1,Tillerson tries to quell anxieties at State Dept. amid questions about his future,12,"Tillerson referred to some bigger changes coming down the line, including upgrading and integrating the IT and HR systems, streamlining the process for policy to be created and raised to his attention and eliminating duplicative systems and processe",0,0.25,0.05289499999999999,0.197105,0.23744285714285712
1,NorthKora,004_ABC News_1,left-center,001_Reuters_1,Tillerson tries to quell anxieties at State Dept. amid questions about his future,13,"He said that there will be no embassy or consulate closures but that there will be a re-evaluation of how many people are needed at various posts - citing London, Paris and Rome as missions that will likely be cut back.",0,-0.5023,0.05289499999999999,0.555195,0.5854142857142857
1,NorthKora,004_ABC News_1,left-center,001_Reuters_1,Tillerson tries to quell anxieties at State Dept. amid questions about his future,14,"These new projects are two or three years in the future, he said - implying that he was sticking around to see them through.",0,0.0,0.05289499999999999,0.05289499999999999,0.08517142857142858
1,NorthKora,004_ABC News_1,left-center,001_Reuters_1,Tillerson tries to quell anxieties at State Dept. amid questions about his future,15,"In the face of the reports that he was being ousted, Tillerson was at his most passionate talking about organizational performance, saying finding ways to increase it has been ""one of the things I've gotten the greatest satisfaction from"" in his car",0,0.92,0.05289499999999999,0.867105,0.7167571428571429
1,NorthKora,004_ABC News_1,left-center,001_Reuters_1,Tillerson tries to quell anxieties at State Dept. amid questions about his future,16,"""The actual task at hand of dealing with North Korea?",0,0.4939,0.05289499999999999,0.44100500000000004,0.24674285714285718
1,NorthKora,004_ABC News_1,left-center,001_Reuters_1,Tillerson tries to quell anxieties at State Dept. amid questions about his future,17,"I don't enjoy that,"" he told the room of employees and those watching at posts around the world.",0,-0.3875,0.05289499999999999,0.440395,0.7595666666666666
1,NorthKora,004_ABC News_1,left-center,001_Reuters_1,Tillerson tries to quell anxieties at State Dept. amid questions about his future,18,"""But I enjoy working with Susan Thornton on it,"" referring to the acting assistant secretary of state for East Asian and Pacific affairs as an example of a colleague he's gotten to know.",0,0.6486,0.05289499999999999,0.5957049999999999,0.20212000000000002
1,NorthKora,004_ABC News_1,left-center,001_Reuters_1,Tillerson tries to quell anxieties at State Dept. amid questions about his future,19,"""Unleashing"" the talent of the department's personnel seemed to be his top priority.",0,0.5574,0.05289499999999999,0.504505,0.22930000000000006
2,NorthKora,021_Washington Examiner_2,right,001_Reuters_1,US open to initial meeting with North Korea 'without precondition',0,"Secretary of State Rex Tillerson is willing to talk to North Korean officials ""without precondition,"" at least for an initial round of diplomacy over the regime's nuclear weapons program.",1,-0.4404,-0.026824999999999995,0.413575,0.5249
2,NorthKora,021_Washington Examiner_2,right,001_Reuters_1,US open to initial meeting with North Korea 'without precondition',1,"""[W]e're ready to have the first meeting without precondition,"" Tillerson said during an event at the Atlantic Council in Washington, D.C. ""Let's just meet.",1,0.3612,-0.026824999999999995,0.388025,0.2936
2,NorthKora,021_Washington Examiner_2,right,001_Reuters_1,US open to initial meeting with North Korea 'without precondition',2,We can talk about the weather if you want.,0,0.0772,-0.026824999999999995,0.104025,0.020866666666666665
2,NorthKora,021_Washington Examiner_2,right,001_Reuters_1,US open to initial meeting with North Korea 'without precondition',3,We can talk about whether it's going to be a square table or a round table if that's what you're excited about.,0,0.34,-0.026824999999999995,0.366825,0.31
2,NorthKora,021_Washington Examiner_2,right,001_Reuters_1,US open to initial meeting with North Korea 'without precondition',4,But can we at least sit down and see each other face-to-face.,0,0.0,-0.026824999999999995,0.026824999999999995,0.13837142857142856
2,NorthKora,021_Washington Examiner_2,right,001_Reuters_1,US open to initial meeting with North Korea 'without precondition',5,"And then we can begin to lay out a map, a roadmap, of what we might be willing to work towards.""",0,0.0,-0.026824999999999995,0.026824999999999995,0.13837142857142856
2,NorthKora,021_Washington Examiner_2,right,001_Reuters_1,US open to initial meeting with North Korea 'without precondition',6,That's a less-demanding posture that Tillerson has adopted in recent months when he ruled out negotiations based on anything other than North Korea agreeing to dismantle its nuclear weapons program.,0,-0.128,-0.026824999999999995,0.10117500000000001,0.25534285714285715
2,NorthKora,021_Washington Examiner_2,right,001_Reuters_1,US open to initial meeting with North Korea 'without precondition',7,"Tillerson maintained a hardline position regarding the regime's long-term retention of the nuclear weapons, but he seemed to soften his previous expectations for what early negotiations might look like.",1,0.3182,-0.026824999999999995,0.34502499999999997,0.2394285714285714
2,NorthKora,021_Washington Examiner_2,right,001_Reuters_1,US open to initial meeting with North Korea 'without precondition',8,"""It's not realistic to say 'we're only going to talk if you come to the table ready to give up your program.'",0,0.3612,-0.026824999999999995,0.388025,0.2824285714285715
2,NorthKora,021_Washington Examiner_2,right,001_Reuters_1,US open to initial meeting with North Korea 'without precondition',9,"They have too much invested in it,"" Tillerson said.",0,0.0,-0.026824999999999995,0.026824999999999995,0.015857142857142854
2,NorthKora,021_Washington Examiner_2,right,001_Reuters_1,US open to initial meeting with North Korea 'without precondition',10,"""And the president is very realistic about that as well.""",0,0.0,-0.026824999999999995,0.026824999999999995,0.1070857142857143
2,NorthKora,021_Washington Examiner_2,right,001_Reuters_1,US open to initial meeting with North Korea 'without precondition',11,That perspective appears to represent a shift in Tillerson's thinking.,1,0.0,-0.026824999999999995,0.026824999999999995,0.02260000000000001
2,NorthKora,021_Washington Examiner_2,right,001_Reuters_1,US open to initial meeting with North Korea 'without precondition',12,"""We don't think having a dialogue where the North Koreans come to the table assuming they're going to maintain their nuclear weapons is productive,"" he told reporters in August.",0,-0.4404,-0.026824999999999995,0.413575,0.4003714285714286
2,NorthKora,021_Washington Examiner_2,right,001_Reuters_1,US open to initial meeting with North Korea 'without precondition',13,"Tillerson's negotiating posture might harden after the United States sharpened its assessment of ""a new leader in North Korea that no one has ever engaged with.""",0,0.5106,-0.026824999999999995,0.537425,0.5506285714285715
2,NorthKora,021_Washington Examiner_2,right,001_Reuters_1,US open to initial meeting with North Korea 'without precondition',14,"He emphasized that the United States cannot learn to live with a nuclear-armed North Korea, notwithstanding the history of doing so with the Soviet empire during the Cold War.",0,-0.2732,-0.026824999999999995,0.246375,0.24112857142857144
2,NorthKora,021_Washington Examiner_2,right,001_Reuters_1,US open to initial meeting with North Korea 'without precondition',15,"""The difference is that, [from] the past behavior of North Korea, it's clear to us that they would not just use the possess of nuclear weapons as a deterrent,"" Tilllerson said.",0,-0.0772,-0.026824999999999995,0.05037500000000001,0.053557142857142845
2,NorthKora,021_Washington Examiner_2,right,001_Reuters_1,US open to initial meeting with North Korea 'without precondition',16,"""This would become a commercial activity for them, because we already see elements of it in the commercial marketplace.",1,0.0,-0.026824999999999995,0.026824999999999995,0.14078571428571426
2,NorthKora,021_Washington Examiner_2,right,001_Reuters_1,US open to initial meeting with North Korea 'without precondition',17,"And in a world we live in today where our greatest threats are non-state actors, we simply cannot accept that.""",0,0.0557,-0.026824999999999995,0.08252499999999999,0.30505
2,NorthKora,021_Washington Examiner_2,right,001_Reuters_1,US open to initial meeting with North Korea 'without precondition',18,"That's why President Trump's team is willing to contemplate the possibility of war with North Korea despite the recognition that such a conflict ""would be catastrophic,"" as Defense Secretary Jim Mattis has acknowledged.",0,-0.6908,-0.026824999999999995,0.663975,0.44621999999999995
2,NorthKora,021_Washington Examiner_2,right,001_Reuters_1,US open to initial meeting with North Korea 'without precondition',19,"""Yes, there are multiple military options that have been developed to deal with a failure on my part,"" Tillerson said.",1,-0.5106,-0.026824999999999995,0.48377500000000007,0.224175
3,Facebook,036_Telegraph,right-center,016_Reuters_1,Trump-linked Cambridge Analytica suspended from Facebook after 'harvesting 50 million profiles',0,A data analytics firm that worked with Donald Trump's election team has been suspended from Facebook amid claims it harvested 50 million profiles from the social media site.,0,-0.4767,0.010666666666666666,0.48736666666666667,0.4927
3,Facebook,036_Telegraph,right-center,016_Reuters_1,Trump-linked Cambridge Analytica suspended from Facebook after 'harvesting 50 million profiles',1,Cambridge Analytica got information from an academic who was asking Facebook users to fill out surveys via an app as it sought to develop an effective campaigning tool.,0,0.4767,0.010666666666666666,0.46603333333333335,0.46390000000000003
3,Facebook,036_Telegraph,right-center,016_Reuters_1,Trump-linked Cambridge Analytica suspended from Facebook after 'harvesting 50 million profiles',2,"Around 270,000 Facebook users download the app but it allowed for information about hundreds of their online friends to be obtained without consent, a whistleblower claimed.",0,0.4855,0.010666666666666666,0.47483333333333333,0.47483333333333333
3,Facebook,036_Telegraph,right-center,016_Reuters_1,Trump-linked Cambridge Analytica suspended from Facebook after 'harvesting 50 million profiles',3,"Christopher Wylie, the former research director at Cambridge Analytica, went public about the alleged behaviour after admitting regret over his involvement.",0,-0.4215,0.010666666666666666,0.43216666666666664,0.43216666666666664
3,Facebook,036_Telegraph,right-center,016_Reuters_1,Trump-linked Cambridge Analytica suspended from Facebook after 'harvesting 50 million profiles',4,"""It allowed us to move into the hearts and minds of American voters in a way that had never been done before,"" Mr Wylie told Channel 4 News.",0,0.0,0.010666666666666666,0.010666666666666666,0.10813999999999999
3,Facebook,036_Telegraph,right-center,016_Reuters_1,Trump-linked Cambridge Analytica suspended from Facebook after 'harvesting 50 million profiles',5,"Elizabeth Denham, the Information Commissioner, said she would be ""investigating the circumstances in which Facebook data may have been illegally acquired and used"".",0,0.0,0.010666666666666666,0.010666666666666666,0.016
4,Johnson,021_Daily Mail_1,right,Reuters,Wife to run for seat of Kentucky lawmaker who killed self,0,The widow of the Kentucky lawmaker who killed himself after a sexual assault allegation surfaced this week said she will run for his seat because he was pushed to suicide by 'high-tech lynching mobs'.,1,-0.93,-0.19195,0.7380500000000001,0.544375
4,Johnson,021_Daily Mail_1,right,Reuters,Wife to run for seat of Kentucky lawmaker who killed self,1,"In a statement on Thursday, the day after Dan Johnson's suicide, Rebecca Johnson said she has been fighting behind her husband for 30 years and 'his fight will go on.'",0,-0.8625,-0.19195,0.67055,0.56432
4,Johnson,021_Daily Mail_1,right,Reuters,Wife to run for seat of Kentucky lawmaker who killed self,2,"'Dan is gone but the story of his life is far from over,' she said.",0,0.0,-0.19195,0.19195,0.33626666666666666
4,Johnson,021_Daily Mail_1,right,Reuters,Wife to run for seat of Kentucky lawmaker who killed self,3,'These high-tech lynchings based on lies and half-truths can't be allowed to win the day.',1,0.25,-0.19195,0.44195,0.6134714285714286
4,Johnson,021_Daily Mail_1,right,Reuters,Wife to run for seat of Kentucky lawmaker who killed self,4,"Johnson, who is best known for a racist comment likening Barack and Michelle Obama to monkeys, shot himself Wednesday night near a road in a secluded area.",0,0.0516,-0.19195,0.24355000000000002,0.3307857142857143
4,Johnson,021_Daily Mail_1,right,Reuters,Wife to run for seat of Kentucky lawmaker who killed self,5,"Two days earlier, the Kentucky Center for Investigative Reporting published a story detailing allegations that he sexually assaulted a 17-year-old girl in his basement in 2013.",0,-0.5267,-0.19195,0.33474999999999994,0.41301428571428567
4,Johnson,021_Daily Mail_1,right,Reuters,Wife to run for seat of Kentucky lawmaker who killed self,6,"On Monday the paper published a graphic account quoting Maranda Richmond as saying that Johnson had sexually assaulted her in his basement on January 1, 2013.",0,-0.5267,-0.19195,0.33474999999999994,0.469
4,Johnson,021_Daily Mail_1,right,Reuters,Wife to run for seat of Kentucky lawmaker who killed self,7,"According to court documents, Richmond was living at Heart of Fire City Church accommodations.",1,-0.34,-0.19195,0.14805000000000001,0.24658571428571435
4,Johnson,021_Daily Mail_1,right,Reuters,Wife to run for seat of Kentucky lawmaker who killed self,8,"Richmond said the married lawmaker groped her and stuck his tongue in her mouth, then put his hand down her pants and slipped it inside her vagina.",1,0.296,-0.19195,0.48795,0.39678571428571424
4,Johnson,021_Daily Mail_1,right,Reuters,Wife to run for seat of Kentucky lawmaker who killed self,9,"She said she begged him to stop, but Johnson kept telling her she would like it.",0,0.3919,-0.19195,0.58385,0.41744285714285717
4,Johnson,021_Daily Mail_1,right,Reuters,Wife to run for seat of Kentucky lawmaker who killed self,10,"Eventually, he left and she slipped away early that morning before he woke up.",1,0.0,-0.19195,0.19195,0.0497
4,Johnson,021_Daily Mail_1,right,Reuters,Wife to run for seat of Kentucky lawmaker who killed self,11,Richmond went to the police.,0,0.0,-0.19195,0.19195,0.008999999999999992
4,Johnson,021_Daily Mail_1,right,Reuters,Wife to run for seat of Kentucky lawmaker who killed self,12,"Records show investigators with the Louisville Metro Police Department recorded a phone call between Johnson and Richmond's father, Clifford, in which Johnson said he 'couldn't imagine doing that to Maranda.'",0,0.0,-0.19195,0.19195,0.03481428571428572
4,Johnson,021_Daily Mail_1,right,Reuters,Wife to run for seat of Kentucky lawmaker who killed self,13,Police documents obtained by the Kentucky Center for Investigative Reporting show a detective closed the case because Richmond would not cooperate.,0,0.0,-0.19195,0.19195,0.024728571428571426
4,Johnson,021_Daily Mail_1,right,Reuters,Wife to run for seat of Kentucky lawmaker who killed self,14,"Richmond denied this, saying she never once wanted to stop the investigation.",0,-0.6249,-0.19195,0.43295,0.5314714285714286
4,Johnson,021_Daily Mail_1,right,Reuters,Wife to run for seat of Kentucky lawmaker who killed self,15,"Richmond was friends with Johnson's daughter, Sarah, and a member of the church where he was the pastor.",0,0.4767,-0.19195,0.66865,0.6627857142857143
4,Johnson,021_Daily Mail_1,right,Reuters,Wife to run for seat of Kentucky lawmaker who killed self,16,"The story prompted state leaders of both major political parties to call for his resignation, and authorities reopened the investigation that had been closed without charges.",0,0.3213,-0.19195,0.51325,0.5559571428571428
4,Johnson,021_Daily Mail_1,right,Reuters,Wife to run for seat of Kentucky lawmaker who killed self,17,The accusations came amid a sexual harassment scandal involving other Republican lawmakers at the state Capitol.,1,-0.8271,-0.19195,0.6351499999999999,0.5533333333333332
4,Johnson,021_Daily Mail_1,right,Reuters,Wife to run for seat of Kentucky lawmaker who killed self,18,"Nationwide, a growing number of celebrities, politicians and businessmen have been accused of sexual misconduct in recent months, leading many to lose their jobs or resign.",0,-0.6486,-0.19195,0.45664999999999994,0.44506
4,Johnson,021_Daily Mail_1,right,Reuters,Wife to run for seat of Kentucky lawmaker who killed self,19,"Johnson, who pastors a church in Louisville and has at times been called 'the pope', held a news conference from his pulpit on Tuesday, defiantly denying the allegations.",0,-0.34,-0.19195,0.14805000000000001,0.03359999999999996
5,Johnson,025_Guns,right-center,Reuters,"Kentucky rep, gun-toting preacher commits suicide amid sexual assault accusations",0,"Kentucky state Rep. Dan Johnson, who had built a reputation for himself as a gun-toting, motorcycle-riding preacher, committed suicide on Wednesday following allegations that he molested an underage girl and other crimes.",1,-0.743,-0.263505,0.479495,0.1946
5,Johnson,025_Guns,right-center,Reuters,"Kentucky rep, gun-toting preacher commits suicide amid sexual assault accusations",1,"Details of Johnson's alleged misbehavior were uncovered by the Kentucky Center for Investigative Reporting, a Louisville-based journalism non-profit, in an expos챕 called The Pope's Long Con.",0,0.0,-0.263505,0.263505,0.43872
5,Johnson,025_Guns,right-center,Reuters,"Kentucky rep, gun-toting preacher commits suicide amid sexual assault accusations",2,The report detailed Johnson as embroiled in a web of lies and deceit and described his role in a mysterious fire and the sexual misconduct.,0,-0.802,-0.263505,0.5384950000000001,0.45351666666666673
5,Johnson,025_Guns,right-center,Reuters,"Kentucky rep, gun-toting preacher commits suicide amid sexual assault accusations",3,"According to the report, Johnson allegedly molested a 17-year-old girl staying at a living area of the Heart of Fire City Church where he was a pastor.",0,-0.6486,-0.263505,0.38509499999999997,0.2746571428571428
5,Johnson,025_Guns,right-center,Reuters,"Kentucky rep, gun-toting preacher commits suicide amid sexual assault accusations",4,The teen told authorities that he approached her on New Year's Eve in 2012 while she slept.,0,0.0,-0.263505,0.263505,0.2567714285714286
5,Johnson,025_Guns,right-center,Reuters,"Kentucky rep, gun-toting preacher commits suicide amid sexual assault accusations",5,"He was drunk, started to kiss her and fondled her under her clothes.",1,0.1027,-0.263505,0.366205,0.48360000000000003
5,Johnson,025_Guns,right-center,Reuters,"Kentucky rep, gun-toting preacher commits suicide amid sexual assault accusations",6,"Although police did not charge him with a crime after the teen reported it in 2013, they re-opened an investigation into the matter on Tuesday.",1,-0.5267,-0.263505,0.26319499999999996,0.16458571428571422
5,Johnson,025_Guns,right-center,Reuters,"Kentucky rep, gun-toting preacher commits suicide amid sexual assault accusations",7,"Following the news, the Republican Party of Kentucky and leaders of the House Republican Caucus called for Johnson to resign.",0,0.0772,-0.263505,0.340705,0.38894285714285715
5,Johnson,025_Guns,right-center,Reuters,"Kentucky rep, gun-toting preacher commits suicide amid sexual assault accusations",8,"Despite the calls, Johnson held a press conference where he refused to step down and then dismissed the report as ""fake news"" in a suicide note posted to Facebook.",0,-0.8689,-0.263505,0.605395,0.49424285714285715
5,Johnson,025_Guns,right-center,Reuters,"Kentucky rep, gun-toting preacher commits suicide amid sexual assault accusations",9,Deputies with the Bullitt County Sheriff's Office found Johnson's body in front of his car on the bridge where he had killed himself.,0,-0.6705,-0.263505,0.406995,0.22095714285714285
5,Johnson,025_Guns,right-center,Reuters,"Kentucky rep, gun-toting preacher commits suicide amid sexual assault accusations",10,The county coroner determined Johnson died of a self-inflicted gunshot wound to the head.,0,-0.296,-0.263505,0.032494999999999996,0.19889999999999997
5,Johnson,025_Guns,right-center,Reuters,"Kentucky rep, gun-toting preacher commits suicide amid sexual assault accusations",11,"The news report raised doubt about Johnson's personal history such as documents claiming he performed miracles on mission trips, set up safe zones during the 1992 LA riots, served as chaplain in the White House under Presidents Bill Clinton and Geor",0,-0.4404,-0.263505,0.17689500000000002,0.023742857142857177
5,Johnson,025_Guns,right-center,Reuters,"Kentucky rep, gun-toting preacher commits suicide amid sexual assault accusations",12,"He boasted about these acts during his campaign last year, but no record or person could corroborate his story.",0,-0.4215,-0.263505,0.157995,0.10709999999999997
5,Johnson,025_Guns,right-center,Reuters,"Kentucky rep, gun-toting preacher commits suicide amid sexual assault accusations",13,"The report also cast doubt on Johnson's claim that he witnessed the 9/11 attacks in New York, served as a clergy following the chaos and set up morgues in the rubble.",0,-0.8442,-0.263505,0.580695,0.6741571428571428
5,Johnson,025_Guns,right-center,Reuters,"Kentucky rep, gun-toting preacher commits suicide amid sexual assault accusations",14,"To support his story, Johnson shared an image of him posing with then Mayor Rudy Giuliani at ground zero and state records listing him as receiving New York workers' compensation.",1,0.6249,-0.263505,0.888405,0.6616714285714286
5,Johnson,025_Guns,right-center,Reuters,"Kentucky rep, gun-toting preacher commits suicide amid sexual assault accusations",15,"Yet, city officials and public documents failed to support his narrative.",0,-0.1531,-0.263505,0.11040499999999998,0.0882571428571429
