article_id,source,event,title,sentence_index,sentence,biased,sentiment,article_mean_sentiment,sentiment_deviation_article,sentiment_deviation_window
0,hpo,Mike Huckabee announced his run for the presidency,Mike Huckabee Is Running For President,16,"He made national headlines for losing more than 110 pounds from 2003 to 2006, and he publicly addressed his struggles with weight.",0,-0.6249,0.14899354838709677,0.7738935483870968,0.8272714285714285
0,hpo,Mike Huckabee announced his run for the presidency,Mike Huckabee Is Running For President,17,"His book, ""Quit Digging Your Grave with a Knife and Fork,"" became a bestseller and he made obesity a major policy initiative as governor.",1,-0.3818,0.14899354838709677,0.5307935483870967,0.5791714285714286
0,hpo,Mike Huckabee announced his run for the presidency,Mike Huckabee Is Running For President,18,"He ran for the GOP presidential nomination in 2008, capturing strong support from evangelical Christians and winning the Iowa caucuses.",0,0.8555,0.14899354838709677,0.7065064516129033,0.7398285714285715
0,hpo,Mike Huckabee announced his run for the presidency,Mike Huckabee Is Running For President,19,"But Sen. John McCain (R-Ariz.), won most of the subsequent primaries, and Huckabee withdrew from the race that March.",0,0.7227,0.14899354838709677,0.5737064516129032,0.5253285714285714
0,hpo,Mike Huckabee announced his run for the presidency,Mike Huckabee Is Running For President,20,"His supporters expected him to run again in 2012, but he declined.",0,0.2382,0.14899354838709677,0.08920645161290322,0.14422857142857146
0,hpo,Mike Huckabee announced his run for the presidency,Mike Huckabee Is Running For President,21,"Since then, he has continued to influence the conservative movement as a charismatic public speaker and radio and television host.",1,0.0,0.14899354838709677,0.14899354838709677,0.39468571428571436
0,hpo,Mike Huckabee announced his run for the presidency,Mike Huckabee Is Running For President,22,Huckabee's religion has played a prominent role in his political career and shaped him as a staunch social conservative.,0,0.5719,0.14899354838709677,0.4229064516129032,0.37689999999999996
0,hpo,Mike Huckabee announced his run for the presidency,Mike Huckabee Is Running For President,23,"He wrote in his memoir, ""From Hope to Higher Ground,"" that his work as a pastor helps him understand how politics and policy affect people.",0,0.6705,0.14899354838709677,0.5215064516129032,0.6583714285714286
0,hpo,Mike Huckabee announced his run for the presidency,Mike Huckabee Is Running For President,24,"""My experience dealing every day with real people who were genuinely affected by policies created by government gave me a deep understanding of the fragility of the human spirit and vulnerability of so many families who struggled from week to week,"" he wrote.",0,-0.296,0.14899354838709677,0.44499354838709676,0.22249999999999998
0,hpo,Mike Huckabee announced his run for the presidency,Mike Huckabee Is Running For President,25,"""I was in the ICU at 2 a.m. with families faced with the decision to disconnect a respirator on their loved one; I counseled fifteen-year-old pregnant girls who were afraid to tell their parents about their condition; I spent hours hearing the grief of women who had been physically and emotionally clobbered by an abusive husband.""",0,-0.5423,0.14899354838709677,0.6912935483870968,0.4330857142857143
0,hpo,Mike Huckabee announced his run for the presidency,Mike Huckabee Is Running For President,26,"As governor, Huckabee signed a ban on gay marriage (which was overturned by a federal judge last year), and he has been outspoken in his opposition against states legalizing marriage equality.",1,-0.5574,0.14899354838709677,0.7063935483870968,0.3664857142857143
0,hpo,Mike Huckabee announced his run for the presidency,Mike Huckabee Is Running For President,27,"Last year, he argued that he's on ""the right side of the Bible.""",0,-0.3612,0.14899354838709677,0.5101935483870967,0.07450000000000001
0,hpo,Mike Huckabee announced his run for the presidency,Mike Huckabee Is Running For President,28,"""You've got to understand, this for me is not about the right side or the wrong side of history, this is the right side of the Bible, and unless God rewrites it, edits it, sends it down with his signature on it, it's not my book to change.",0,-0.25,0.14899354838709677,0.3989935483870968,0.03514999999999996
0,hpo,Mike Huckabee announced his run for the presidency,Mike Huckabee Is Running For President,29,"Folks, that's why I stand where I stand,"" he said.",0,0.0,0.14899354838709677,0.14899354838709677,0.23372
0,hpo,Mike Huckabee announced his run for the presidency,Mike Huckabee Is Running For President,30,"According to HuffPost Pollster, Huckabee falls behind a few other GOP 2016 candidates, trailing Sens. Rand Paul (Ky.) and Ted Cruz (Texas), and Marco Rubio (Fla.), but slightly edging out former neurosurgeon Ben Carson.",0,0.0,0.14899354838709677,0.14899354838709677,0.1528
1,hpo,Mueller’s office disputes BuzzFeed report,Mueller Disputes BuzzFeed Report That Trump Told Michael Cohen To Lie To Congress,0,"In a rare statement issued Friday night, special counsel Robert Mueller’s team disputed BuzzFeed’s explosive report Thursday that said President Donald Trump directed attorney Michael Cohen to lie to Congress.",0,0.0772,0.22365000000000002,0.14645000000000002,0.20239999999999997
1,hpo,Mueller’s office disputes BuzzFeed report,Mueller Disputes BuzzFeed Report That Trump Told Michael Cohen To Lie To Congress,1,"Peter Carr, a spokesman for the special counsel, told BuzzFeed that its “description” of statements to Mueller’s office, as well as the “characterization” of documents and testimony the office obtained, was inaccurate.",1,0.5859,0.22365000000000002,0.36224999999999996,0.36222
1,hpo,Mueller’s office disputes BuzzFeed report,Mueller Disputes BuzzFeed Report That Trump Told Michael Cohen To Lie To Congress,2,"“BuzzFeed’s description of specific statements to the Special Counsel’s Office, and characterization of documents and testimony obtained by this office, regarding Michael Cohen’s Congressional testimony are not accurate,” Carr told BuzzFeed.",0,0.4019,0.22365000000000002,0.17824999999999996,0.2155
1,hpo,Mueller’s office disputes BuzzFeed report,Mueller Disputes BuzzFeed Report That Trump Told Michael Cohen To Lie To Congress,3,The special counsel’s statement adds more confusion over what Mueller’s team knows in its ongoing investigation into President Donald Trump’s ties to Russia.,0,0.0534,0.22365000000000002,0.17025,0.10637142857142853
1,hpo,Mueller’s office disputes BuzzFeed report,Mueller Disputes BuzzFeed Report That Trump Told Michael Cohen To Lie To Congress,4,"Citing two federal law enforcement officials involved in the investigation, BuzzFeed’s Thursday night report claimed that Trump directed Cohen to lie about negotiations over a Trump Tower in Moscow.",0,0.0,0.22365000000000002,0.22365000000000002,0.20615714285714284
1,hpo,Mueller’s office disputes BuzzFeed report,Mueller Disputes BuzzFeed Report That Trump Told Michael Cohen To Lie To Congress,5,"Mueller’s office, the report said, learned of Trump’s orders to Cohen “through interviews with multiple witnesses from the Trump Organization and internal company emails, text messages, and a cache of other documents.”",0,0.0,0.22365000000000002,0.22365000000000002,0.21511428571428567
1,hpo,Mueller’s office disputes BuzzFeed report,Mueller Disputes BuzzFeed Report That Trump Told Michael Cohen To Lie To Congress,6,"According to BuzzFeed, “Cohen then acknowledged those instructions during his interviews with that office.”",0,0.0,0.22365000000000002,0.22365000000000002,0.15769999999999998
1,hpo,Mueller’s office disputes BuzzFeed report,Mueller Disputes BuzzFeed Report That Trump Told Michael Cohen To Lie To Congress,7,"Responding to the statement from Mueller’s office on their report, BuzzFeed Editor-in-Chief Ben Smith said it stands by its reporting and asked the special counsel’s office to clarify its statement.",0,0.4019,0.22365000000000002,0.17824999999999996,0.16938571428571428
1,hpo,Mueller’s office disputes BuzzFeed report,Mueller Disputes BuzzFeed Report That Trump Told Michael Cohen To Lie To Congress,8,"“We stand by our reporting and the sources who informed it, and we urge the Special Counsel to make clear what he’s disputing,” Smith tweeted.",0,0.6486,0.22365000000000002,0.42494999999999994,0.4087142857142857
1,hpo,Mueller’s office disputes BuzzFeed report,Mueller Disputes BuzzFeed Report That Trump Told Michael Cohen To Lie To Congress,9,"In a follow-up statement on Saturday, a BuzzFeed spokesman told The New York Times that the news site had “re-confirmed” its reporting and seen “no indication that any specific aspect of our story is inaccurate.”",0,0.0,0.22365000000000002,0.22365000000000002,0.2722142857142857
1,hpo,Mueller’s office disputes BuzzFeed report,Mueller Disputes BuzzFeed Report That Trump Told Michael Cohen To Lie To Congress,10,"The special counsel’s statement Friday homed in on the statements, documents and testimony that was obtained by Mueller, but it did not directly dispute that Trump had directed Cohen to lie to Congress, nor did it make mention of the Trump Tower deal in Moscow.",0,0.5771,0.22365000000000002,0.35344999999999993,0.25631428571428566
1,hpo,Mueller’s office disputes BuzzFeed report,Mueller Disputes BuzzFeed Report That Trump Told Michael Cohen To Lie To Congress,11,"BuzzFeed’s original reporting sent Democrats on Capitol Hill into a furor as it suggested that Trump may have obstructed justice, thus providing grounds for impeachment or criminal charges.",0,0.0516,0.22365000000000002,0.17205,0.21177142857142853
1,hpo,Mueller’s office disputes BuzzFeed report,Mueller Disputes BuzzFeed Report That Trump Told Michael Cohen To Lie To Congress,12,Some top Democrats called on Mueller to release what his team knows about Trump’s Moscow deal as a matter of public duty.,0,0.2263,0.22365000000000002,0.0026499999999999857,0.055585714285714266
1,hpo,Mueller’s office disputes BuzzFeed report,Mueller Disputes BuzzFeed Report That Trump Told Michael Cohen To Lie To Congress,13,"In a strong statement issued Friday night, Sen. Dianne Feinstein joined a chorus of her Democratic colleagues in threatening serious action, including impeachment, against Trump if the allegations proved true.",0,0.34,0.22365000000000002,0.11635000000000001,0.1692857142857143
1,hpo,Mueller’s office disputes BuzzFeed report,Mueller Disputes BuzzFeed Report That Trump Told Michael Cohen To Lie To Congress,14,Feinstein is a ranking member of the Senate Judiciary Committee.,1,0.0,0.22365000000000002,0.22365000000000002,0.10294285714285714
1,hpo,Mueller’s office disputes BuzzFeed report,Mueller Disputes BuzzFeed Report That Trump Told Michael Cohen To Lie To Congress,15,"“We’ve previously known about attempts to develop Trump Tower Moscow and the misrepresentations surrounding those efforts,” Feinstein said.",0,0.0,0.22365000000000002,0.22365000000000002,0.1636714285714286
1,hpo,Mueller’s office disputes BuzzFeed report,Mueller Disputes BuzzFeed Report That Trump Told Michael Cohen To Lie To Congress,16,"“Now, media reports say President Trump directed Michael Cohen to lie to Congress about that business deal,” Feinstein continued.",0,0.0,0.22365000000000002,0.22365000000000002,0.17991428571428572
1,hpo,Mueller’s office disputes BuzzFeed report,Mueller Disputes BuzzFeed Report That Trump Told Michael Cohen To Lie To Congress,17,"“If true, the president committed a crime and must be held accountable.”",0,0.1027,0.22365000000000002,0.12095000000000002,0.13792857142857146
1,hpo,Mueller’s office disputes BuzzFeed report,Mueller Disputes BuzzFeed Report That Trump Told Michael Cohen To Lie To Congress,18,"Earlier Friday, chairman of the House Intelligence Committee Rep. Adam Schiff (D-Calif.) revealed that his committee had already begun searching for witnesses and documents to confirm BuzzFeed’s report. ",0,0.4767,0.22365000000000002,0.25305,0.25435714285714284
1,hpo,Mueller’s office disputes BuzzFeed report,Mueller Disputes BuzzFeed Report That Trump Told Michael Cohen To Lie To Congress,19,"“Our committee is already working to secure additional witness testimony and documents related to the Trump Tower Moscow deal and other investigative matters,” Schiff said.",0,0.34,0.22365000000000002,0.11635000000000001,0.0806
1,hpo,Mueller’s office disputes BuzzFeed report,Mueller Disputes BuzzFeed Report That Trump Told Michael Cohen To Lie To Congress,20,"“As a counterintelligence concern of the greatest magnitude, and given that these alleged efforts were intended to interfere with our investigation, our Committee is determined to get to the bottom of this and follow the evidence wherever it may lead,” he added.",0,0.765,0.22365000000000002,0.54135,0.45372
1,hpo,Mueller’s office disputes BuzzFeed report,Mueller Disputes BuzzFeed Report That Trump Told Michael Cohen To Lie To Congress,21,Trump has maintained he is innocent and on Friday accused Cohen of lying to the special counsel in order to reduce his jail time.,1,-0.128,0.22365000000000002,0.35165,0.491425
2,hpo,Trump declares national emergency over border wall,Trump Declares National Emergency To Fund U.S.-Mexico Border Wall,0,President Donald Trump on Friday declared a national emergency at the southern U.S. border in an effort to unilaterally seize funding to begin building his long-promised wall between the U.S. and Mexico.,1,-0.3818,-0.17167222222222223,0.21012777777777775,0.02065
2,hpo,Trump declares national emergency over border wall,Trump Declares National Emergency To Fund U.S.-Mexico Border Wall,1,"Trump, who was accompanied by parents of children killed by unauthorized immigrants, said he was declaring the national emergency for “virtual invasion purposes.”",0,-0.7964,-0.17167222222222223,0.6247277777777778,0.50748
2,hpo,Trump declares national emergency over border wall,Trump Declares National Emergency To Fund U.S.-Mexico Border Wall,2,But he also acknowledged another reason: He didn’t want to wait on Congress to approve the funds.,0,0.1154,-0.17167222222222223,0.28707222222222223,0.35616666666666663
2,hpo,Trump declares national emergency over border wall,Trump Declares National Emergency To Fund U.S.-Mexico Border Wall,3,"“I could do the wall over a longer period of time ― I didn’t need to do this,” Trump said in a televised speech, even as he contended the situation on the southern border amounted to a national emergency.",1,-0.3818,-0.17167222222222223,0.21012777777777775,0.11801428571428574
2,hpo,Trump declares national emergency over border wall,Trump Declares National Emergency To Fund U.S.-Mexico Border Wall,4,“But I’d rather do it much faster.”,0,0.0,-0.17167222222222223,0.17167222222222223,0.3106142857142857
2,hpo,Trump declares national emergency over border wall,Trump Declares National Emergency To Fund U.S.-Mexico Border Wall,5,"Trump is also expected to approve Congress’ spending bill, which grants him $1.375 billion for the wall, as opposed to the $5.7 billion he initially demanded.",0,0.0,-0.17167222222222223,0.17167222222222223,0.19684285714285712
2,hpo,Trump declares national emergency over border wall,Trump Declares National Emergency To Fund U.S.-Mexico Border Wall,6,The national emergency declaration gives Trump a chance to reroute other government money to fund the project ― and sets up a legal battle that could tie up the president’s signature project for months or years.,0,-0.4019,-0.17167222222222223,0.23022777777777775,0.06797142857142857
2,hpo,Trump declares national emergency over border wall,Trump Declares National Emergency To Fund U.S.-Mexico Border Wall,7,"To justify the wall, Trump repeatedly insisted criminals, gang members and drug traffickers were pouring over the border and that only a wall could stop them.",1,-0.7096,-0.17167222222222223,0.5379277777777778,0.3301714285714286
2,hpo,Trump declares national emergency over border wall,Trump Declares National Emergency To Fund U.S.-Mexico Border Wall,8,"“We have far more people trying to get into our country today than probably ever before,” Trump said.",0,0.0,-0.17167222222222223,0.17167222222222223,0.3794285714285714
2,hpo,Trump declares national emergency over border wall,Trump Declares National Emergency To Fund U.S.-Mexico Border Wall,9,"In fact, arrests for illegal border crossings are at their lowest levels since the 1970s.",0,-0.8442,-0.17167222222222223,0.6725277777777777,0.44289999999999996
2,hpo,Trump declares national emergency over border wall,Trump Declares National Emergency To Fund U.S.-Mexico Border Wall,10,"There were roughly 520,000 arrests for unauthorized border crossings last year, which is about one-third of the 1.6 million arrests that happened in 2000.",0,-0.7003,-0.17167222222222223,0.5286277777777778,0.3564142857142858
2,hpo,Trump declares national emergency over border wall,Trump Declares National Emergency To Fund U.S.-Mexico Border Wall,11,"Since 2014, a high proportion of those crossing have been Central American children and families seeking to make humanitarian claims such as asylum.",1,0.0,-0.17167222222222223,0.17167222222222223,0.2498857142857143
2,hpo,Trump declares national emergency over border wall,Trump Declares National Emergency To Fund U.S.-Mexico Border Wall,12,"The total wall funding will now come to about $8 billion, partially approved by Congress but mostly by Trump alone.",0,-0.1531,-0.17167222222222223,0.018572222222222212,0.001899999999999985
2,hpo,Trump declares national emergency over border wall,Trump Declares National Emergency To Fund U.S.-Mexico Border Wall,13,"That will buy the administration some 234 miles of border wall, a senior administration official told reporters Friday.",0,0.0,-0.17167222222222223,0.17167222222222223,0.03749999999999999
2,hpo,Trump declares national emergency over border wall,Trump Declares National Emergency To Fund U.S.-Mexico Border Wall,14,"The national emergency declaration will allow the Trump administration to use about $3.6 billion from Defense Department construction projects to build the wall, along with another $2.5 billion the department had allocated for counter-drug activities, acting White House chief of staff Mick Mulvaney told reporters.",0,-0.0516,-0.17167222222222223,0.12007222222222222,0.18914285714285714
2,hpo,Trump declares national emergency over border wall,Trump Declares National Emergency To Fund U.S.-Mexico Border Wall,15,The Trump administration also plans to take executive action to move about $200 million from the Department of Homeland Security and another $600 million from the Treasury Department’s asset forfeiture account.,0,0.6908,-0.17167222222222223,0.8624722222222222,0.6078
2,hpo,Trump declares national emergency over border wall,Trump Declares National Emergency To Fund U.S.-Mexico Border Wall,16,"None of the money will come from hurricane relief, Mulvaney said.",0,0.4767,-0.17167222222222223,0.6483722222222222,0.3828571428571429
2,hpo,Trump declares national emergency over border wall,Trump Declares National Emergency To Fund U.S.-Mexico Border Wall,17,The DHS funding bill included restrictions on where new border wall could be constructed.,0,0.0,-0.17167222222222223,0.17167222222222223,0.09384285714285713
2,hpo,Trump declares national emergency over border wall,Trump Declares National Emergency To Fund U.S.-Mexico Border Wall,18,"Those restrictions won’t apply to the portions built with national emergency money, a senior administration official said.",0,-0.3818,-0.17167222222222223,0.21012777777777775,0.42279999999999995
2,hpo,Trump declares national emergency over border wall,Trump Declares National Emergency To Fund U.S.-Mexico Border Wall,19,"Senate Majority Leader Mitch McConnell (R-Ky.) announced Thursday on the Senate floor that Trump planned to sign the bill and declare a national emergency at the same time, adding that he supported the decision.",0,-0.0772,-0.17167222222222223,0.09447222222222222,0.02905714285714285
2,hpo,Trump declares national emergency over border wall,Trump Declares National Emergency To Fund U.S.-Mexico Border Wall,20,Congress passed a government funding bill Thursday evening.,0,0.0,-0.17167222222222223,0.17167222222222223,0.1102142857142857
2,hpo,Trump declares national emergency over border wall,Trump Declares National Emergency To Fund U.S.-Mexico Border Wall,21,"McConnell warned Trump in private that declaring an emergency would spark a backlash among Republicans, according to The Washington Post.",0,-0.4215,-0.17167222222222223,0.24982777777777776,0.25674285714285716
2,hpo,Trump declares national emergency over border wall,Trump Declares National Emergency To Fund U.S.-Mexico Border Wall,22,A national emergency declaration grants a president the ability to circumvent certain government rules so that an administration can respond to a crisis.,0,-0.34,-0.17167222222222223,0.1683277777777778,0.22978571428571432
2,hpo,Trump declares national emergency over border wall,Trump Declares National Emergency To Fund U.S.-Mexico Border Wall,23,"In this case, Trump is sidestepping Congress so that he can gain access to certain federal funds without congressional approval.",1,0.449,-0.17167222222222223,0.6206722222222223,0.5332571428571429
2,hpo,Trump declares national emergency over border wall,Trump Declares National Emergency To Fund U.S.-Mexico Border Wall,24,"Administration officials cited dozens of previous national emergency declarations, insisting that Trump would not break with historical precedent by “unlocking” new pots of money for the border wall he seeks.",0,-0.3818,-0.17167222222222223,0.21012777777777775,0.1863571428571428
2,hpo,Trump declares national emergency over border wall,Trump Declares National Emergency To Fund U.S.-Mexico Border Wall,25,"“It’s not as if he just didn’t get what he wanted so he’s waving a magic wand and taking a bunch of money,” Mulvaney said.",0,0.0,-0.17167222222222223,0.17167222222222223,0.1775142857142857
2,hpo,Trump declares national emergency over border wall,Trump Declares National Emergency To Fund U.S.-Mexico Border Wall,26,The move is almost certain to be challenged in court.,0,0.1045,-0.17167222222222223,0.2761722222222222,0.31307142857142856
2,hpo,Trump declares national emergency over border wall,Trump Declares National Emergency To Fund U.S.-Mexico Border Wall,27,"“Any crisis on our border is of President Trump’s own making: family separations, child detention, turning our backs on asylum seekers, and more.",1,-0.7783,-0.17167222222222223,0.6066277777777778,0.4145999999999999
2,hpo,Trump declares national emergency over border wall,Trump Declares National Emergency To Fund U.S.-Mexico Border Wall,28,"There is no national emergency,” California Attorney General Xavier Becerra, who has sued the Trump administration multiple times, said in a statement.",0,-0.296,-0.17167222222222223,0.12432777777777776,0.02782857142857148
2,hpo,Trump declares national emergency over border wall,Trump Declares National Emergency To Fund U.S.-Mexico Border Wall,29,"“If Trump oversteps his authority and abandons negotiations with Congress by declaring a fabricated national emergency, we won’t only call his bluff, we will do what we must to hold him accountable.”",1,-0.5574,-0.17167222222222223,0.3857277777777778,0.1760428571428571
2,hpo,Trump declares national emergency over border wall,Trump Declares National Emergency To Fund U.S.-Mexico Border Wall,30,"Prior to the declaration, House Speaker Nancy Pelosi (D-Calif.) called the proclamation a “gross abuse of the power of the presidency” and vowed that “Congress will defend our constitutional authorities.”",1,-0.6369,-0.17167222222222223,0.4652277777777778,0.28918571428571427
2,hpo,Trump declares national emergency over border wall,Trump Declares National Emergency To Fund U.S.-Mexico Border Wall,31,"For two months, Democrats in Congress have been enmeshed in stalled negotiations with Trump as he refused to accept anything less than $5.7 billion in the federal budget for his border wall.",0,-0.1027,-0.17167222222222223,0.06897222222222223,0.1338285714285714
2,hpo,Trump declares national emergency over border wall,Trump Declares National Emergency To Fund U.S.-Mexico Border Wall,32,"The stalemate caused a record-breaking partial government shutdown that forced an estimated 800,000 government employees to go without pay for 35 days.",0,-0.4027,-0.17167222222222223,0.23102777777777778,0.2713714285714286
2,hpo,Trump declares national emergency over border wall,Trump Declares National Emergency To Fund U.S.-Mexico Border Wall,33,"Trump reopened the government for three weeks on Jan. 25, allowing government workers to get back to work as border security negotiations continued.",0,0.34,-0.17167222222222223,0.5116722222222223,0.4003166666666667
2,hpo,Trump declares national emergency over border wall,Trump Declares National Emergency To Fund U.S.-Mexico Border Wall,34,"In January, Trump asserted that he had “the absolute right to declare a national emergency,” according to CNN.",1,0.0,-0.17167222222222223,0.17167222222222223,0.055000000000000014
2,hpo,Trump declares national emergency over border wall,Trump Declares National Emergency To Fund U.S.-Mexico Border Wall,35,He called it “the easy route” while insisting that he’d rather Congress approve his border wall funding.,0,0.4404,-0.17167222222222223,0.6120722222222222,0.34597500000000003
3,hpo,Larry Summers pressures congress to pass tax bill,Larry Summers: If Tax Deal Goes Down There's A 'Significant Risk' Of A Double Dip Recession,0,"Senior White House officials significantly raised the stakes on congressional Democrats in their efforts to get a deal passed on the Bush tax cuts, warning on Wednesday that inaction would ""significantly increase the risk"" of a double dip recession.",0,-0.802,0.05057,0.85257,0.30967500000000003
3,hpo,Larry Summers pressures congress to pass tax bill,Larry Summers: If Tax Deal Goes Down There's A 'Significant Risk' Of A Double Dip Recession,1,"It wasn't quite the metaphorical flare of mushroom cloud imagery, but outgoing senior economic adviser Larry Summers offered a fairly dire assessment of the stakes in the tax cut debate.",1,-0.5927,0.05057,0.64327,0.26248
3,hpo,Larry Summers pressures congress to pass tax bill,Larry Summers: If Tax Deal Goes Down There's A 'Significant Risk' Of A Double Dip Recession,2,"""If they [Democrats] don't pass this bill in the next couple weeks it will materially increase the risk that the economy would stall out and we would have a double dip,"" he told a gathering of reporters at an off camera briefing.",0,-0.1531,0.05057,0.20367000000000002,0.0426333333333333
3,hpo,Larry Summers pressures congress to pass tax bill,Larry Summers: If Tax Deal Goes Down There's A 'Significant Risk' Of A Double Dip Recession,3,A double dip recession?,0,-0.4215,0.05057,0.47207,0.2991857142857143
3,hpo,Larry Summers pressures congress to pass tax bill,Larry Summers: If Tax Deal Goes Down There's A 'Significant Risk' Of A Double Dip Recession,4,"""What I said it would significantly increase the risk,"" Summers replied.",0,0.3182,0.05057,0.26763,0.4371285714285714
3,hpo,Larry Summers pressures congress to pass tax bill,Larry Summers: If Tax Deal Goes Down There's A 'Significant Risk' Of A Double Dip Recession,5,The message was hardly subtle. But it certainly was debatable.,1,0.4767,0.05057,0.42613,0.5109571428571429
3,hpo,Larry Summers pressures congress to pass tax bill,Larry Summers: If Tax Deal Goes Down There's A 'Significant Risk' Of A Double Dip Recession,6,"Summers himself, downplayed the significance of continuing the Bush tax cuts back in September -- though he was speaking, then, about the rates for the rich and the tax cut deal, at that point in time, did not include money for a 13-month extension of unemployment insurance or other tax incentives to help lower income workers.",0,0.3182,0.05057,0.26763,0.33058571428571426
3,hpo,Larry Summers pressures congress to pass tax bill,Larry Summers: If Tax Deal Goes Down There's A 'Significant Risk' Of A Double Dip Recession,7,"Asked whether the country would find itself dipping towards the economic doldrums if Congress waited a month or two to get a tax cut package passed, Rob Shapiro, a former commerce official in the Clinton White House and a proponent of the current tax cut deal, offered more sober-minded analysis.",0,-0.7783,0.05057,0.82887,0.8261285714285714
3,hpo,Larry Summers pressures congress to pass tax bill,Larry Summers: If Tax Deal Goes Down There's A 'Significant Risk' Of A Double Dip Recession,8,"""The wait would not cause a double dip,"" he said.",0,0.0,0.05057,0.05057,0.09502857142857142
3,hpo,Larry Summers pressures congress to pass tax bill,Larry Summers: If Tax Deal Goes Down There's A 'Significant Risk' Of A Double Dip Recession,9,"""A double dip would come out of the reality of a relatively contractionary fiscal policy...",0,0.0,0.05057,0.05057,0.09502857142857143
3,hpo,Larry Summers pressures congress to pass tax bill,Larry Summers: If Tax Deal Goes Down There's A 'Significant Risk' Of A Double Dip Recession,10,I do think the deal that they announced is stimulative.,0,0.0,0.05057,0.05057,0.020671428571428566
3,hpo,Larry Summers pressures congress to pass tax bill,Larry Summers: If Tax Deal Goes Down There's A 'Significant Risk' Of A Double Dip Recession,11,And it ought to boost growth by some increment...,0,0.6486,0.05057,0.59803,0.5023142857142857
3,hpo,Larry Summers pressures congress to pass tax bill,Larry Summers: If Tax Deal Goes Down There's A 'Significant Risk' Of A Double Dip Recession,12,"But the issue is, that the deal certainly is not enough to lift the economy to a different place.",0,0.4767,0.05057,0.42613,0.3304142857142857
